"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
522872;07214;"Pavlovce nad Uhom";2010-01-01;
523291;07214;"Pavlovce nad Uhom";2010-01-01;
520136;06735;Pčoliné;2010-01-01;
520209;06735;Pčoliné;2010-01-01;
520632;06735;Pčoliné;2010-01-01;
520641;06735;Pčoliné;2010-01-01;
524298;08256;"Pečovská Nová Ves";2010-01-01;
524441;08256;"Pečovská Nová Ves";2010-01-01;
524565;08256;"Pečovská Nová Ves";2010-01-01;
525006;08256;"Pečovská Nová Ves";2010-01-01;
521876;04474;Perín-Chym;2010-01-01;
508161;90053;"Pernek pri Malackách";2010-01-01;
504530;90844;"Petrova Ves";2010-01-01;
504611;90844;"Petrova Ves";2010-01-01;
525014;08253;Petrovany;2010-01-01;
525448;08253;Petrovany;2010-01-01;
517861;01353;"Petrovice pri Bytči";2010-01-01;
508179;90201;"Pezinok 1";2010-01-01;
508314;90201;"Pezinok 1";2010-01-01;
508179;90203;"Pezinok 1";2010-01-01;
507440;92101;"Piešťany 1";2010-01-01;
581399;92101;"Piešťany 1";2010-01-01;
502367;93582;Plášťovce;2010-01-01;
502642;93582;Plášťovce;2010-01-01;
502651;93569;"Plavé Vozokany";2010-01-01;
504629;90636;"Plavecké Podhradie";2010-01-01;
504637;90635;"Plavecký Mikuláš";2010-01-01;
504645;90635;"Plavecký Mikuláš";2010-01-01;
508195;90068;"Plavecký Štvrtok";2010-01-01;
526959;06544;"Plaveč nad Popradom";2010-01-01;
526703;06545;Plavnica;2010-01-01;
526746;06545;Plavnica;2010-01-01;
526967;06545;Plavnica;2010-01-01;
527033;06545;Plavnica;2010-01-01;
527050;06545;Plavnica;2010-01-01;
526096;04911;Plešivec;2010-01-01;
526231;04911;Plešivec;2010-01-01;
526266;04911;Plešivec;2010-01-01;
513474;01826;Plevník-Drienové;2010-01-01;
518581;96263;"Pliešovce 1";2010-01-01;
518689;96263;"Pliešovce 1";2010-01-01;
506401;91623;Pobedim;2010-01-01;
509949;02742;Podbiel;2010-01-01;
509981;02742;Podbiel;2010-01-01;
508624;97681;Podbrezová;2010-01-01;
508853;97681;Podbrezová;2010-01-01;
509086;97681;Podbrezová;2010-01-01;
503479;94148;Podhájska;2010-01-01;
500674;95146;"Podhorany pri Nitre";2010-01-01;
582697;95146;"Podhorany pri Nitre";2010-01-01;
517071;96982;Podhorie;2010-01-01;
517143;96982;Podhorie;2010-01-01;
522317;07264;Podhoroď;2010-01-01;
522520;07264;Podhoroď;2010-01-01;
522929;07264;Podhoroď;2010-01-01;
523011;07264;Podhoroď;2010-01-01;
523038;07264;Podhoroď;2010-01-01;
511731;98551;Podkriváň;2010-01-01;
505358;95652;"Podlužany pri Bánovciach nad Bebravou";2010-01-01;
505579;95652;"Podlužany pri Bánovciach nad Bebravou";2010-01-01;
506346;91622;Podolie;2010-01-01;
506427;91622;Podolie;2010-01-01;
526860;06503;Podolínec;2010-01-01;
526975;06503;Podolínec;2010-01-01;
509361;02357;Podvysoká;2010-01-01;
508870;97669;Pohorelá;2010-01-01;
509094;97669;Pohorelá;2010-01-01;
500194;95102;Pohranice;2010-01-01;
500682;95102;Pohranice;2010-01-01;
555959;95102;Pohranice;2010-01-01;
508888;97656;"Pohronská Polhora";2010-01-01;
502677;93562;"Pohronský Ruskov";2010-01-01;
508900;97666;Polomka;2010-01-01;
511765;98701;Poltár;2010-01-01;
514900;98701;Poltár;2010-01-01;
508586;97633;Poniky;2010-01-01;
508837;97633;Poniky;2010-01-01;
508918;97633;Poniky;2010-01-01;
523381;05801;"Poprad 1";2010-01-01;
523437;05801;"Poprad 1";2010-01-01;
521892;04424;Poproč;2010-01-01;
504670;90861;"Popudinské Močidlany";2010-01-01;
504688;90622;Poriadie;2010-01-01;
522678;07255;Porostov;2010-01-01;
522856;07255;Porostov;2010-01-01;
522937;07255;Porostov;2010-01-01;
523143;07255;Porostov;2010-01-01;
522601;07261;"Porúbka pri Sobranciach";2010-01-01;
522953;07261;"Porúbka pri Sobranciach";2010-01-01;
522970;07261;"Porúbka pri Sobranciach";2010-01-01;
523267;07261;"Porúbka pri Sobranciach";2010-01-01;
505889;91625;Potvorice;2010-01-01;
506435;91625;Potvorice;2010-01-01;
506443;91626;Považany;2010-01-01;
512842;01701;"Považská Bystrica 1";2010-01-01;
518913;01701;"Považská Bystrica 1";2010-01-01;
512842;01704;"Považská Bystrica 4";2010-01-01;
512842;01705;"Považská Bystrica 5";2010-01-01;
513245;01705;"Považská Bystrica 5";2010-01-01;
513784;01705;"Považská Bystrica 5";2010-01-01;
513822;01705;"Považská Bystrica 5";2010-01-01;
512842;01706;"Považská Bystrica 6";2010-01-01;
512842;01707;"Považská Bystrica 7";2010-01-01;
509370;02333;Povina;2010-01-01;
503487;94151;Pozba;2010-01-01;
522651;07201;Pozdišovce;2010-01-01;
522708;07201;Pozdišovce;2010-01-01;
522961;07201;Pozdišovce;2010-01-01;
523151;07201;Pozdišovce;2010-01-01;
515981;99103;Pôtor;2010-01-01;
516031;99103;Pôtor;2010-01-01;
516295;99103;Pôtor;2010-01-01;
516422;99103;Pôtor;2010-01-01;
516503;99103;Pôtor;2010-01-01;
543497;05562;Prakovce;2010-01-01;
505226;95622;Prašice;2010-01-01;
505374;95622;Prašice;2010-01-01;
505617;95622;Prašice;2010-01-01;
507466;92211;Prašník;2010-01-01;
514314;97216;Pravenec;2010-01-01;
514331;97216;Pravenec;2010-01-01;
513563;01815;Prečín;2010-01-01;
557633;01815;Prečín;2010-01-01;
558222;01815;Prečín;2010-01-01;
508934;97663;Predajná;2010-01-01;
517798;01351;Predmier;2010-01-01;
517895;01351;Predmier;2010-01-01;
517178;96973;Prenčov;2010-01-01;
505404;95612;Preseľany;2010-01-01;
542661;95612;Preseľany;2010-01-01;
543039;95612;Preseľany;2010-01-01;
518522;08001;"Prešov 1";2010-01-01;
524140;08001;"Prešov 1";2010-01-01;
524841;08001;"Prešov 1";2010-01-01;
525014;08001;"Prešov 1";2010-01-01;
525511;08001;"Prešov 1";2010-01-01;
524140;08005;"Prešov 5";2010-01-01;
525138;08005;"Prešov 5";2010-01-01;
525286;08005;"Prešov 5";2010-01-01;
518590;08006;"Prešov 6";2010-01-01;
524140;08006;"Prešov 6";2010-01-01;
525031;08006;"Prešov 6";2010-01-01;
525430;08006;"Prešov 6";2010-01-01;
528684;07651;Pribeník;2010-01-01;
501328;94655;Pribeta;2010-01-01;
512061;03842;Príbovce;2010-01-01;
512150;03842;Príbovce;2010-01-01;
512257;03842;Príbovce;2010-01-01;
512419;03842;Príbovce;2010-01-01;
512524;03842;Príbovce;2010-01-01;
512541;03842;Príbovce;2010-01-01;
510963;03242;Pribylina;2010-01-01;
511111;03242;Pribylina;2010-01-01;
504700;90611;Prietrž;2010-01-01;
504726;90634;Prievaly;2010-01-01;
513881;97101;"Prievidza 1";2010-01-01;
513903;97101;"Prievidza 1";2010-01-01;
513920;97101;"Prievidza 1";2010-01-01;
514179;97101;"Prievidza 1";2010-01-01;
514438;97101;"Prievidza 1";2010-01-01;
513024;01852;Pruské;2010-01-01;
513598;01852;Pruské;2010-01-01;
557617;01852;Pruské;2010-01-01;
557625;01852;Pruské;2010-01-01;
582301;01852;Pruské;2010-01-01;
513601;01822;Pružina;2010-01-01;
546640;01822;Pružina;2010-01-01;
557609;01822;Pružina;2010-01-01;
580864;01822;Pružina;2010-01-01;
513610;02001;"Púchov 1";2010-01-01;
557439;02001;"Púchov 1";2010-01-01;
557471;02001;"Púchov 1";2010-01-01;
502693;93505;Pukanec;2010-01-01;
502898;93505;Pukanec;2010-01-01;
580937;93505;Pukanec;2010-01-01;
503975;92528;"Pusté Úľany";2010-01-01;
524271;08214;Pušovce;2010-01-01;
525057;08214;Pušovce;2010-01-01;
525065;08214;Pušovce;2010-01-01;
525197;08214;Pušovce;2010-01-01;
510025;02944;Rabča;2010-01-01;
510033;02945;Rabčice;2010-01-01;
528706;07637;Rad;2010-01-01;
543811;07637;Rad;2010-01-01;
503495;94147;"Radava pri Nových Zámkoch";2010-01-01;
504734;90847;Radimov;2010-01-01;
509256;02336;Radoľa;2010-01-01;
509281;02336;Radoľa;2010-01-01;
580791;02336;Radoľa;2010-01-01;
505234;95605;Radošina;2010-01-01;
505421;95605;Radošina;2010-01-01;
505757;95605;Radošina;2010-01-01;
504483;90863;Radošovce;2010-01-01;
504548;90863;Radošovce;2010-01-01;
504599;90863;Radošovce;2010-01-01;
504742;90863;Radošovce;2010-01-01;
501336;94638;"Radvaň nad Dunajom";2010-01-01;
555827;94638;"Radvaň nad Dunajom";2010-01-01;
520071;06701;"Radvaň nad Laborcom";2010-01-01;
520225;06701;"Radvaň nad Laborcom";2010-01-01;
520691;06701;"Radvaň nad Laborcom";2010-01-01;
520951;06701;"Radvaň nad Laborcom";2010-01-01;
520993;06701;"Radvaň nad Laborcom";2010-01-01;
521078;06701;"Radvaň nad Laborcom";2010-01-01;
511323;98558;Radzovce;2010-01-01;
511790;98558;Radzovce;2010-01-01;
511862;98558;Radzovce;2010-01-01;
517780;01501;"Rajec nad Rajčiankou";2010-01-01;
517917;01501;"Rajec nad Rajčiankou";2010-01-01;
518077;01501;"Rajec nad Rajčiankou";2010-01-01;
557986;01501;"Rajec nad Rajčiankou";2010-01-01;
581712;01501;"Rajec nad Rajčiankou";2010-01-01;
517470;01315;"Rajecká Lesná";2010-01-01;
517542;01315;"Rajecká Lesná";2010-01-01;
517925;01315;"Rajecká Lesná";2010-01-01;
517682;01313;"Rajecké Teplice";2010-01-01;
517721;01313;"Rajecké Teplice";2010-01-01;
517933;01313;"Rajecké Teplice";2010-01-01;
517968;01313;"Rajecké Teplice";2010-01-01;
526037;04961;Rákoš;2010-01-01;
526118;04961;Rákoš;2010-01-01;
509400;02351;Raková;2010-01-01;
522791;07203;"Rakovec nad Ondavou";2010-01-01;
522996;07203;"Rakovec nad Ondavou";2010-01-01;
511480;98531;Rapovce;2010-01-01;
511544;98531;Rapovce;2010-01-01;
511625;98531;Rapovce;2010-01-01;
511722;98531;Rapovce;2010-01-01;
511803;98531;Rapovce;2010-01-01;
511927;98531;Rapovce;2010-01-01;
518964;08641;Raslavice;2010-01-01;
519014;08641;Raslavice;2010-01-01;
519294;08641;Raslavice;2010-01-01;
519529;08641;Raslavice;2010-01-01;
519880;08641;Raslavice;2010-01-01;
519936;08641;Raslavice;2010-01-01;
515302;98265;Ratková;2010-01-01;
515370;98265;Ratková;2010-01-01;
515388;98265;Ratková;2010-01-01;
515507;98265;Ratková;2010-01-01;
557820;98265;Ratková;2010-01-01;
514896;98266;"Ratkovské Bystré";2010-01-01;
515400;98266;"Ratkovské Bystré";2010-01-01;
513997;97231;Ráztočno;2010-01-01;
514357;97231;Ráztočno;2010-01-01;
557714;97231;Ráztočno;2010-01-01;
525090;08261;Ražňany;2010-01-01;
525375;08261;Ražňany;2010-01-01;
503681;92526;Reca;2010-01-01;
503983;92526;Reca;2010-01-01;
526134;04926;Rejdová;2010-01-01;
526347;04926;Rejdová;2010-01-01;
523003;07241;"Remetské Hámre";2010-01-01;
523305;07241;"Remetské Hámre";2010-01-01;
523321;07241;"Remetské Hámre";2010-01-01;
525995;05001;"Revúca 1";2010-01-01;
526029;05001;"Revúca 1";2010-01-01;
526142;05001;"Revúca 1";2010-01-01;
580384;05001;"Revúca 1";2010-01-01;
515124;98053;"Rimavská Baňa";2010-01-01;
515426;98053;"Rimavská Baňa";2010-01-01;
557811;98053;"Rimavská Baňa";2010-01-01;
514594;98042;"Rimavská Seč";2010-01-01;
514969;98042;"Rimavská Seč";2010-01-01;
514985;98042;"Rimavská Seč";2010-01-01;
514993;98042;"Rimavská Seč";2010-01-01;
515248;98042;"Rimavská Seč";2010-01-01;
515353;98042;"Rimavská Seč";2010-01-01;
515442;98042;"Rimavská Seč";2010-01-01;
515817;98042;"Rimavská Seč";2010-01-01;
557927;97901;"Rimavská Sobota 1";2010-01-01;
514462;97901;"Rimavská Sobota 1";2010-01-01;
514608;97901;"Rimavská Sobota 1";2010-01-01;
515108;97901;"Rimavská Sobota 1";2010-01-01;
515116;98054;"Rimavské Brezovo";2010-01-01;
515451;98054;"Rimavské Brezovo";2010-01-01;
514535;98001;"Rimavské Janovce";2010-01-01;
515281;98001;"Rimavské Janovce";2010-01-01;
515469;98001;"Rimavské Janovce";2010-01-01;
515604;98001;"Rimavské Janovce";2010-01-01;
500704;95121;Rišňovce;2010-01-01;
504327;90604;Rohov;2010-01-01;
556122;90604;Rohov;2010-01-01;
556131;90604;Rohov;2010-01-01;
501441;93030;Rohovce;2010-01-01;
501891;93030;Rohovce;2010-01-01;
580597;93030;Rohovce;2010-01-01;
504769;90638;"Rohožník na Záhorí";2010-01-01;
519618;08601;Rokytov;2010-01-01;
519774;08601;Rokytov;2010-01-01;
519871;08601;Rokytov;2010-01-01;
519979;08601;Rokytov;2010-01-01;
520250;06713;"Rokytov pri Humennom";2010-01-01;
520276;06713;"Rokytov pri Humennom";2010-01-01;
520781;06713;"Rokytov pri Humennom";2010-01-01;
521060;06713;"Rokytov pri Humennom";2010-01-01;
517941;01322;Rosina;2010-01-01;
508209;90041;Rovinka;2010-01-01;
511684;98524;Rovňany;2010-01-01;
511820;98524;Rovňany;2010-01-01;
514829;98267;Rovné;2010-01-01;
515094;98267;Rovné;2010-01-01;
515337;98267;Rovné;2010-01-01;
515345;98267;Rovné;2010-01-01;
515396;98267;Rovné;2010-01-01;
515485;98267;Rovné;2010-01-01;
521175;04442;Rozhanovce;2010-01-01;
521442;04442;Rozhanovce;2010-01-01;
521591;04442;Rozhanovce;2010-01-01;
521931;04442;Rozhanovce;2010-01-01;
525529;04801;"Rožňava 1";2010-01-01;
526215;04801;"Rožňava 1";2010-01-01;
560031;04801;"Rožňava 1";2010-01-01;
526126;04931;"Rožňavské Bystré";2010-01-01;
526207;04931;"Rožňavské Bystré";2010-01-01;
503517;94136;Rúbaň;2010-01-01;
509426;02331;Rudina;2010-01-01;
509434;02331;Rudina;2010-01-01;
509442;02331;Rudina;2010-01-01;
543489;05323;Rudňany;2010-01-01;
543519;05323;Rudňany;2010-01-01;
504793;90623;"Rudník pri Myjave";2010-01-01;
517232;96651;"Rudno nad Hronom";2010-01-01;
500712;95137;Rumanová;2010-01-01;
513857;07677;Ruská;2010-01-01;
528692;07677;Ruská;2010-01-01;
528714;07677;Ruská;2010-01-01;
543888;07677;Ruská;2010-01-01;
529010;09408;"Ruská Poruba";2010-01-01;
529095;09408;"Ruská Poruba";2010-01-01;
529273;09408;"Ruská Poruba";2010-01-01;
521361;04419;Ruskov;2010-01-01;
521825;04419;Ruskov;2010-01-01;
521957;04419;Ruskov;2010-01-01;
506745;91961;Ružindol;2010-01-01;
506826;91961;Ružindol;2010-01-01;
507512;91961;Ružindol;2010-01-01;
510661;03401;"Ružomberok 1";2010-01-01;
510998;03401;"Ružomberok 1";2010-01-01;
511056;03401;"Ružomberok 1";2010-01-01;
510998;03403;"Ružomberok 3";2010-01-01;
510998;03406;"Ružomberok 6";2010-01-01;
505331;95636;Rybany;2010-01-01;
505455;95636;Rybany;2010-01-01;
556793;95636;Rybany;2010-01-01;
502707;93523;"Rybník nad Hronom";2010-01-01;
518701;96255;Rykynčice;2010-01-01;
524280;08301;Sabinov;2010-01-01;
524344;08301;Sabinov;2010-01-01;
524557;08301;Sabinov;2010-01-01;
524573;08301;Sabinov;2010-01-01;
525146;08301;Sabinov;2010-01-01;
529125;09413;Sačurov;2010-01-01;
544175;09413;Sačurov;2010-01-01;
521582;04441;"Sady nad Torysou";2010-01-01;
521965;04441;"Sady nad Torysou";2010-01-01;
503355;94361;Salka;2010-01-01;
503525;94361;Salka;2010-01-01;
502090;93587;Santovka;2010-01-01;
502201;93587;Santovka;2010-01-01;
502715;93587;Santovka;2010-01-01;
501875;93006;Sap;2010-01-01;
501930;93006;Sap;2010-01-01;
518221;96262;Sása;2010-01-01;
518727;96262;Sása;2010-01-01;
507521;92065;Sasinkovo;2010-01-01;
514373;97205;Sebedražie;2010-01-01;
518735;96266;"Sebechleby pri Krupine";2010-01-01;
528536;07801;Sečovce;2010-01-01;
528722;07801;Sečovce;2010-01-01;
543829;07801;Sečovce;2010-01-01;
543861;07801;Sečovce;2010-01-01;
543985;07801;Sečovce;2010-01-01;
529133;09414;"Sečovská Polianka";2010-01-01;
544108;09414;"Sečovská Polianka";2010-01-01;
525154;08243;"Sedlice pri Prešove";2010-01-01;
559989;08243;"Sedlice pri Prešove";2010-01-01;
528838;09409;Sedliská;2010-01-01;
529117;09409;Sedliská;2010-01-01;
529141;09409;Sedliská;2010-01-01;
556114;90880;Sekule;2010-01-01;
508471;97611;"Selce pri Banskej Bystrici";2010-01-01;
508942;97611;"Selce pri Banskej Bystrici";2010-01-01;
508985;97611;"Selce pri Banskej Bystrici";2010-01-01;
506478;91336;Selec;2010-01-01;
503991;92572;Selice;2010-01-01;
503118;94132;Semerovo;2010-01-01;
503533;94132;Semerovo;2010-01-01;
521167;04458;Seňa;2010-01-01;
521973;04458;Seňa;2010-01-01;
559687;04458;Seňa;2010-01-01;
580252;04458;Seňa;2010-01-01;
503801;90301;Senec;2010-01-01;
503819;90301;Senec;2010-01-01;
503851;90301;Senec;2010-01-01;
503894;90301;Senec;2010-01-01;
503983;90301;Senec;2010-01-01;
508217;90301;Senec;2010-01-01;
508284;90301;Senec;2010-01-01;
582549;90301;Senec;2010-01-01;
504203;90501;"Senica 1";2010-01-01;
504777;90501;"Senica 1";2010-01-01;
515884;99101;Senné;2010-01-01;
515931;99101;Senné;2010-01-01;
516368;99101;Senné;2010-01-01;
516449;99101;Senné;2010-01-01;
518433;96243;Senohrad;2010-01-01;
518751;96243;Senohrad;2010-01-01;
504009;92601;"Sereď 1";2010-01-01;
510050;02946;Sihelné;2010-01-01;
503541;94359;Sikenička;2010-01-01;
556033;94359;Sikenička;2010-01-01;
507539;92052;Siladice;2010-01-01;
556521;92052;Siladice;2010-01-01;
556530;92052;Siladice;2010-01-01;
526223;04952;Silica;2010-01-01;
526258;04964;Sirk;2010-01-01;
505463;95853;Skačany;2010-01-01;
504815;90901;"Skalica 1";2010-01-01;
509451;02314;Skalité;2010-01-01;
546682;91331;"Skalka nad Váhom";2010-01-01;
516244;99105;Sklabiná;2010-01-01;
516252;99105;Sklabiná;2010-01-01;
516376;99105;Sklabiná;2010-01-01;
512583;03803;"Sklabiňa pri Martine";2010-01-01;
512591;03803;"Sklabiňa pri Martine";2010-01-01;
512818;03803;"Sklabiňa pri Martine";2010-01-01;
512605;03847;Sklené;2010-01-01;
517216;96603;"Sklené Teplice";2010-01-01;
517241;96603;"Sklené Teplice";2010-01-01;
500721;95185;Skýcov;2010-01-01;
504017;92521;Sládkovičovo;2010-01-01;
582638;92521;Sládkovičovo;2010-01-01;
518115;04417;Slanec;2010-01-01;
521809;04417;Slanec;2010-01-01;
522007;04417;Slanec;2010-01-01;
522015;04417;Slanec;2010-01-01;
505471;95653;"Slatina nad Bebravou";2010-01-01;
505480;95653;"Slatina nad Bebravou";2010-01-01;
505544;95653;"Slatina nad Bebravou";2010-01-01;
505595;95653;"Slatina nad Bebravou";2010-01-01;
542806;95653;"Slatina nad Bebravou";2010-01-01;
543080;95653;"Slatina nad Bebravou";2010-01-01;
518492;96225;"Slatinské Lazy";2010-01-01;
518794;96225;"Slatinské Lazy";2010-01-01;
518816;96225;"Slatinské Lazy";2010-01-01;
518824;96225;"Slatinské Lazy";2010-01-01;
518930;96225;"Slatinské Lazy";2010-01-01;
557404;01854;Slávnica;2010-01-01;
557412;01854;Slávnica;2010-01-01;
557421;01854;Slávnica;2010-01-01;
525596;04936;Slavošovce;2010-01-01;
526177;04936;Slavošovce;2010-01-01;
526282;04936;Slavošovce;2010-01-01;
500747;95171;Sľažany;2010-01-01;
500836;95171;Sľažany;2010-01-01;
500755;95152;Slepčany;2010-01-01;
500909;95152;Slepčany;2010-01-01;
518760;96231;Sliač;2010-01-01;
518808;96231;Sliač;2010-01-01;
558087;96231;Sliač;2010-01-01;
581585;96231;Sliač;2010-01-01;
528820;09402;"Slovenská Kajňa";2010-01-01;
528846;09402;"Slovenská Kajňa";2010-01-01;
529168;09402;"Slovenská Kajňa";2010-01-01;
544086;09402;"Slovenská Kajňa";2010-01-01;
508799;97613;"Slovenská Ľupča";2010-01-01;
508861;97613;"Slovenská Ľupča";2010-01-01;
509001;97613;"Slovenská Ľupča";2010-01-01;
523810;05902;"Slovenská Ves";2010-01-01;
524069;05902;"Slovenská Ves";2010-01-01;
524085;05902;"Slovenská Ves";2010-01-01;
516279;99107;"Slovenské Ďarmoty";2010-01-01;
516384;99107;"Slovenské Ďarmoty";2010-01-01;
543756;07633;"Slovenské Nové Mesto";2010-01-01;
512044;03822;"Slovenské Pravno";2010-01-01;
512117;03822;"Slovenské Pravno";2010-01-01;
512311;03822;"Slovenské Pravno";2010-01-01;
512338;03822;"Slovenské Pravno";2010-01-01;
512427;03822;"Slovenské Pravno";2010-01-01;
512494;03822;"Slovenské Pravno";2010-01-01;
512575;03822;"Slovenské Pravno";2010-01-01;
512621;03822;"Slovenské Pravno";2010-01-01;
508225;90026;"Slovenský Grob";2010-01-01;
543535;05340;Slovinky;2010-01-01;
543161;05311;Smižany;2010-01-01;
560154;05311;Smižany;2010-01-01;
507555;91904;Smolenice;2010-01-01;
556688;91904;Smolenice;2010-01-01;
504823;90842;Smolinské;2010-01-01;
543551;05565;"Smolnícka Huta";2010-01-01;
543560;05566;Smolník;2010-01-01;
543683;05566;Smolník;2010-01-01;
504475;90603;Smrdáky;2010-01-01;
504831;90603;Smrdáky;2010-01-01;
511013;03205;Smrečany;2010-01-01;
511200;03205;Smrečany;2010-01-01;
509256;02332;Snežnica;2010-01-01;
509469;02332;Snežnica;2010-01-01;
520659;06901;"Snina 1";2010-01-01;
520802;06901;"Snina 1";2010-01-01;
506508;91338;Soblahov;2010-01-01;
504653;90605;Sobotište;2010-01-01;
504840;90605;Sobotište;2010-01-01;
522309;07301;Sobrance;2010-01-01;
522457;07301;Sobrance;2010-01-01;
522473;07301;Sobrance;2010-01-01;
522538;07301;Sobrance;2010-01-01;
522813;07301;Sobrance;2010-01-01;
523020;07301;Sobrance;2010-01-01;
523089;07301;Sobrance;2010-01-01;
523178;07301;Sobrance;2010-01-01;
501069;94617;"Sokolce na Ostrove";2010-01-01;
501344;94617;"Sokolce na Ostrove";2010-01-01;
507130;92231;Sokolovce;2010-01-01;
507491;92231;Sokolovce;2010-01-01;
507563;92231;Sokolovce;2010-01-01;
528757;09435;Soľ;2010-01-01;
529079;09435;Soľ;2010-01-01;
529176;09435;Soľ;2010-01-01;
544116;09435;Soľ;2010-01-01;
544230;09435;Soľ;2010-01-01;
505498;95617;Solčany;2010-01-01;
504858;90637;Sološnica;2010-01-01;
528153;07635;Somotor;2010-01-01;
543772;07635;Somotor;2010-01-01;
523607;05901;"Spišská Belá";2010-01-01;
523828;05901;"Spišská Belá";2010-01-01;
526355;05201;"Spišská Nová Ves 1";2010-01-01;
543586;05201;"Spišská Nová Ves 1";2010-01-01;
543667;05201;"Spišská Nová Ves 1";2010-01-01;
526355;05205;"Spišská Nová Ves 5";2010-01-01;
523461;06101;"Spišská Stará Ves";2010-01-01;
523674;06101;"Spišská Stará Ves";2010-01-01;
523836;06101;"Spišská Stará Ves";2010-01-01;
523844;05934;"Spišská Teplica";2010-01-01;
523593;05918;"Spišské Bystré";2010-01-01;
523852;05918;"Spišské Bystré";2010-01-01;
523569;05904;"Spišské Hanušovce";2010-01-01;
523712;05904;"Spišské Hanušovce";2010-01-01;
523801;05904;"Spišské Hanušovce";2010-01-01;
523861;05904;"Spišské Hanušovce";2010-01-01;
524115;05904;"Spišské Hanušovce";2010-01-01;
526371;05304;"Spišské Podhradie";2010-01-01;
526428;05304;"Spišské Podhradie";2010-01-01;
543578;05304;"Spišské Podhradie";2010-01-01;
543641;05304;"Spišské Podhradie";2010-01-01;
526657;05361;"Spišské Vlachy";2010-01-01;
543411;05361;"Spišské Vlachy";2010-01-01;
543438;05361;"Spišské Vlachy";2010-01-01;
543527;05361;"Spišské Vlachy";2010-01-01;
543594;05361;"Spišské Vlachy";2010-01-01;
543721;05361;"Spišské Vlachy";2010-01-01;
526461;05302;"Spišský Hrhov";2010-01-01;
526479;05302;"Spišský Hrhov";2010-01-01;
543225;05302;"Spišský Hrhov";2010-01-01;
543381;05302;"Spišský Hrhov";2010-01-01;
543608;05302;"Spišský Hrhov";2010-01-01;
526568;05363;"Spišský Hrušov";2010-01-01;
543152;05363;"Spišský Hrušov";2010-01-01;
543616;05363;"Spišský Hrušov";2010-01-01;
543713;05363;"Spišský Hrušov";2010-01-01;
523879;05914;"Spišský Štiavnik";2010-01-01;
524093;05914;"Spišský Štiavnik";2010-01-01;
526487;05314;"Spišský Štvrtok";2010-01-01;
543624;05314;"Spišský Štvrtok";2010-01-01;
520284;06761;Stakčín;2010-01-01;
520390;06761;Stakčín;2010-01-01;
520811;06761;Stakčín;2010-01-01;
520829;06761;Stakčín;2010-01-01;
511030;03492;Stankovany;2010-01-01;
509221;02304;"Stará Bystrica";2010-01-01;
509396;02304;"Stará Bystrica";2010-01-01;
509477;02304;"Stará Bystrica";2010-01-01;
526665;06401;"Stará Ľubovňa";2010-01-01;
526754;06401;"Stará Ľubovňa";2010-01-01;
506524;91601;"Stará Turá";2010-01-01;
522848;07223;Staré;2010-01-01;
523097;07223;Staré;2010-01-01;
523356;07223;Staré;2010-01-01;
508802;97602;"Staré Hory";2010-01-01;
509019;97602;"Staré Hory";2010-01-01;
557269;97602;"Staré Hory";2010-01-01;
560103;06201;"Starý Smokovec";2010-01-01;
502766;93526;"Starý Tekov";2010-01-01;
509485;02353;Staškov;2010-01-01;
517950;01325;Stráňavy;2010-01-01;
522988;07222;Strážske;2010-01-01;
523101;07222;Strážske;2010-01-01;
517984;01324;Strečno;2010-01-01;
558168;01324;Strečno;2010-01-01;
513831;07631;"Streda nad Bodrogom";2010-01-01;
543802;07631;"Streda nad Bodrogom";2010-01-01;
543926;07631;"Streda nad Bodrogom";2010-01-01;
503550;94137;"Strekov pri Nových Zámkoch";2010-01-01;
527114;09101;Stropkov;2010-01-01;
527157;09101;Stropkov;2010-01-01;
527165;09101;Stropkov;2010-01-01;
527262;09101;Stropkov;2010-01-01;
527475;09101;Stropkov;2010-01-01;
527718;09101;Stropkov;2010-01-01;
527726;09101;Stropkov;2010-01-01;
527840;09101;Stropkov;2010-01-01;
527866;09101;Stropkov;2010-01-01;
527912;09101;Stropkov;2010-01-01;
527980;09101;Stropkov;2010-01-01;
528013;09101;Stropkov;2010-01-01;
504874;90875;"Studienka na Záhorí";2010-01-01;
508233;90031;Stupava;2010-01-01;
512508;03852;Sučany;2010-01-01;
512648;03852;Sučany;2010-01-01;
509663;02713;"Suchá Hora";2010-01-01;
510076;02713;"Suchá Hora";2010-01-01;
507211;91901;"Suchá nad Parnou";2010-01-01;
507571;91901;"Suchá nad Parnou";2010-01-01;
556599;91901;"Suchá nad Parnou";2010-01-01;
581488;91901;"Suchá nad Parnou";2010-01-01;
508241;90064;Suchohrad;2010-01-01;
517631;01352;Súľov;2010-01-01;
517992;01352;Súľov;2010-01-01;
555991;95116;Svätoplukovo;2010-01-01;
528650;07683;Svätuše;2010-01-01;
543969;07683;Svätuše;2010-01-01;
516597;96972;"Svätý Anton";2010-01-01;
507989;90021;"Svätý Jur";2010-01-01;
510416;03211;"Svätý Kríž";2010-01-01;
510581;03211;"Svätý Kríž";2010-01-01;
511048;03211;"Svätý Kríž";2010-01-01;
501115;94657;"Svätý Peter";2010-01-01;
527106;08901;Svidník;2010-01-01;
527122;08901;Svidník;2010-01-01;
527319;08901;Svidník;2010-01-01;
