kód;názov;"Kód ŠÚ";"kód okresu";"kód krajiny";"platné od";"platné do"
920302264;Švábenice;;;203;2016-10-06;
523950;Švábovce;SK0416523950;706;703;2010-01-01;
543659;Švedlár;SK0421543659;801;703;2010-01-01;
944000042;Švenčionys;;;440;2014-11-11;
920301865;"Švihov okr. Klatovy";;;203;2015-02-13;
511064;Švošov;SK0318511064;508;703;2010-01-01;
942200015;Taalabaya;;;422;2014-10-13;
910800023;"Taba, Musongati";;;108;2015-02-12;
934800232;Tabajd;;;348;2016-08-25;
920300047;Tábor;;;203;2010-01-01;
983400001;Tabora;;;834;2014-02-17;
934800330;Táborfalva;;;348;2017-09-26;
968200040;Tabouk;;;682;2013-03-14;
936400057;Tabriz;;;364;2016-09-16;
980400071;Tačiv;;;804;2013-01-25;
964300083;Taganrog;;;643;2013-03-22;
920301866;Tachlovice;;;203;2015-02-13;
920300152;Tachov;;;203;2012-07-10;
920301867;"Tachov okr. Česká Lípa";;;203;2015-02-13;
515663;Tachty;SK0329515663;609;703;2010-01-01;
915600096;Tai'an;;;156;2017-11-10;
937600103;Taibe;;;376;2013-07-15;
968200006;Taif;;;682;2013-02-26;
915800006;"Taichung City";;;158;2013-03-04;
927600404;Tailfingen;;;276;2013-09-13;
915800014;Tainan;;;158;2015-01-19;
915600032;Taipa;;;156;2014-10-15;
915800011;Taipei;;;158;2013-12-10;
940400033;Taita;;;404;2015-02-12;
924600066;Taivalkoski;;;246;2016-10-12;
915800010;Taiwan;;;158;2013-11-27;
988700006;Taiz;;;887;2015-04-01;
915600015;Tajan;;;156;2013-03-14;
939200059;Tajimi;;;392;2016-09-13;
500798;Tajná;SK0233500798;403;703;2010-01-01;
509060;Tajov;SK0321509060;601;703;2010-01-01;
939200063;Takamatsu;;;392;2017-09-20;
928800007;Takoradi;;;288;2015-04-20;
940400034;Tala;;;404;2015-02-12;
925000361;Talant;;;250;2016-09-05;
915200002;Talcaguano;;;152;2013-09-06;
915200006;Talcahuano;;;152;2017-03-28;
939800028;Taldykorgan;;;398;2013-03-01;
936400029;Talesh;;;364;2014-05-07;
927600741;Talheim;;;276;2015-07-22;
905100002;Talin;;;51;2013-01-07;
972400151;"Taller Bajona";;;724;2014-04-04;
923300002;Tallinn;;;233;2013-02-01;
942800013;Talsi;;;428;2014-03-14;
957800383;Talvik;;;578;2016-11-03;
935600194;"Talwandi Kalan";;;356;2017-10-16;
900400031;Tamaki;;;4;2016-09-16;
928800005;Tamale;;;288;2015-02-16;
964300054;Tambov;;;643;2013-02-08;
935600058;"Tamil Nadu";;;356;2015-10-02;
927600826;Tamm;;;276;2016-03-04;
984000048;Tampa;;;840;2013-03-04;
924600005;Tampere;;;246;2012-10-16;
948400021;Tampico;;;484;2017-08-08;
937600074;Tamra;;;376;2013-04-12;
904000093;Tamsweg;;;40;2014-04-11;
950400015;Tan-Tan;;;504;2017-10-28;
957800335;Tana;;;578;2016-03-22;
945000001;Tananarine;;;450;2012-05-25;
957800046;Tananger;;;578;2013-03-28;
975600026;Tann;;;756;2000-09-07;
968200044;Tanommah;;;682;2013-03-19;
920300701;Tanvald;;;203;2013-04-12;
938000287;Taormina;;;380;2015-12-17;
915800012;Taoyuan;;;158;2014-09-30;
510092;Ťapešovo;SK0317510092;507;703;2010-01-01;
934800310;Tápiószecső;;;348;2017-09-04;
934800267;Tápiószele;;;348;2016-11-02;
934800055;Tápiószőlős;;;348;2012-10-04;
934800203;Tapolca;;;348;2016-03-04;
934800323;Tápszentmiklós;;;348;2017-09-25;
979200225;Tarabya;;;792;2017-02-14;
949800015;Taraclia;;;498;2015-08-26;
938000018;Taranto;;;380;2013-02-01;
980400598;Tarasivka;;;804;2016-08-16;
939800037;Taraz;;;398;2013-06-05;
925000101;Tarbes;;;250;2013-05-17;
964200114;Targoviste;;;642;2015-08-11;
964200156;"Târgu Jiu";;;642;2017-11-15;
964200081;"Targu Mures";;;642;2014-10-14;
964200055;"Targu Neamt";;;642;2013-03-21;
934800286;Tarján;;;348;2017-04-06;
934800177;Tárkány;;;348;2015-10-12;
961600473;Tarłów;;;616;2014-03-03;
964200021;Tarnaveni;;;642;2012-10-04;
980400396;Tarnivci;;;804;2015-02-12;
961600199;Tarnobrzeg;;;616;2013-01-11;
961600391;Tarnogród;;;616;2013-08-08;
961600200;Tarnogrodzie;;;616;2013-01-11;
934800233;Tárnok;;;348;2016-08-25;
519871;Tarnov;SK0411519871;701;703;2010-01-01;
961600231;Tarnów;;;616;2013-01-17;
961600100;"Tarnowskie Góry";;;616;2012-12-03;
962000073;Tarouca;;;620;2013-07-15;
943400024;Tarout;;;434;2013-04-26;
972400023;Tarragona;;;724;2013-02-01;
972400315;Tárrega;;;724;1999-06-01;
937600069;Tarshiha;;;376;2013-04-12;
979200038;Tarsus;;;792;2013-03-01;
979200005;Tarsus/Mersin;;;792;2012-10-25;
976000016;Tartous;;;760;2014-04-03;
923300009;Tartu;;;233;2017-11-10;
984000042;Tarzana;;;840;2013-02-08;
964300103;Tashkentgr;;;643;2013-09-13;
979200237;Taşova;;;792;2017-03-07;
920300565;Tasovice;;;203;2013-03-06;
986000003;Taškent;;;860;2013-01-09;
523160;Tašuľa;SK0429523160;809;703;2010-01-01;
934800149;Tát;;;348;2014-10-22;
934800056;Tata;;;348;2012-10-04;
934800057;Tatabánya;;;348;2012-10-04;
920301868;Tatce;;;203;2015-02-13;
580368;"Tatranská Javorina";SK0416580368;706;703;2010-01-01;
957800246;Tau;;;578;2014-08-18;
927600375;Tauberbichofsheim;;;276;2013-09-06;
927600957;Tauberbischofsheim;;;276;2016-12-14;
944000028;Taurage;;;440;2013-10-17;
944000056;Tauragnai;;;440;2016-03-01;
925000047;Taurcaing;;;250;2012-12-03;
938000092;Taurisano;;;380;2013-09-25;
979200094;Tavas;;;792;2013-12-17;
938000063;Taviano;;;380;2013-03-19;
920300934;Tavíkovice;;;203;2014-02-11;
962000085;Tavira;;;620;2013-09-13;
936400059;Taybad;;;364;2016-09-16;
972400294;Tazacorte;;;724;2015-10-22;
964300210;Tazovsky;;;643;2017-02-17;
926800004;Tbilisi;;;268;2013-03-11;
984000098;Teaneck;;;840;2014-06-23;
961600662;Tegoborze;;;616;2015-07-29;
934000002;Tegucigalpa;;;340;2017-10-17;
972400280;Tegueste;;;724;2015-10-01;
936400002;Teherán;;;364;2012-07-10;
502812;Tehla;SK0232502812;402;703;2010-01-01;
920301869;"Tehov okr. Praha-východ";;;203;2015-02-13;
936400018;Tehran;;;364;2013-09-06;
972400211;Tejeda;;;724;2014-11-10;
979200120;Tekirdag;;;792;2014-03-24;
556611;Tekolďany;SK0213556611;203;703;2010-01-01;
517291;"Tekovská Breznica";SK032C517291;612;703;2010-01-01;
502821;"Tekovské Lužany";SK0232502821;402;703;2010-01-01;
517305;"Tekovské Nemce";SK0237517305;407;703;2010-01-01;
502847;"Tekovský Hrádok";SK0232502847;402;703;2010-01-01;
937600008;"Tel Aviv";;;376;2013-03-01;
937600014;"Tel Aviv - Yafo";;;376;2013-03-04;
937600167;"Tel Sheva";;;376;2017-06-23;
920300603;Telč;;;203;2013-03-06;
972400332;Telde;;;724;2016-08-24;
938000120;Telese;;;380;2014-04-04;
982600183;Telford;;;826;2013-10-04;
904000184;Telfs;;;40;2017-07-03;
509051;Telgárt;SK0323509051;603;703;2010-01-01;
555967;Telince;SK0233555967;403;703;2010-01-01;
979200204;Telmessos;;;792;2016-09-05;
920301870;"Telnice okr. Brno-venkov";;;203;2015-02-13;
920301871;"Telnice okr. Ústí nad Labem";;;203;2015-02-13;
944000015;Telšiai;;;440;2013-02-19;
928800012;Tema;;;288;2017-08-08;
950400013;Temara;;;504;2016-04-12;
514403;Temeš;SK0227514403;307;703;2010-01-01;
939800071;Temirtau;;;398;2016-04-21;
915200005;Temuco;;;152;2016-03-22;
952800078;"Ten Boer";;;528;2017-10-26;
935600099;Tenali;;;356;2016-11-14;
982600146;Tenby;;;826;2013-03-28;
925000010;Tencin;;;250;2010-01-01;
920302050;Těně;;;203;2015-06-12;
972400133;Teo;;;724;2014-03-06;
920302193;Teplá;;;203;2016-01-29;
920300099;Teplice;;;203;2010-01-01;
920300802;"Teplice nad Bečvou";;;203;2000-09-07;
920300566;"Teplice nad Metují";;;203;2013-03-06;
543667;Teplička;SK042A543667;810;703;2010-01-01;
518034;"Teplička nad Váhom";SK031B518034;511;703;2010-01-01;
556645;Tepličky;SK0213556645;203;703;2010-01-01;
515671;"Teplý Vrch";SK0329515671;609;703;2010-01-01;
938000089;Teramo;;;380;2013-09-25;
518867;Terany;SK0325518867;605;703;2010-01-01;
980400436;Terebovlya;;;804;2015-04-15;
945800018;"Terengganu state";;;458;2015-04-15;
961600743;Terespol;;;616;2016-09-06;
961600660;Tereszpol-Zaorenda;;;616;2015-07-29;
980400146;Terešva;;;804;2013-03-21;
920302066;"Terezín okr. Hodonín";;;203;2015-07-09;
518042;Terchová;SK031B518042;511;703;2010-01-01;
525286;Teriakovce;SK0417525286;707;703;2010-01-01;
920300251;Těrlicko;;;203;2012-10-19;
938000070;Terlizzi;;;380;2013-03-22;
979200039;Terme;;;792;2013-03-01;
986000023;Termez;;;860;2016-09-26;
938000323;Termoli;;;380;2016-09-14;
525294;Terňa;SK0417525294;707;703;2010-01-01;
938000137;Terni;;;380;2014-08-27;
980400800;Ternopil;;;804;2017-10-03;
980400130;Ternopiľj;;;804;2013-03-12;
980400397;Ternovka;;;804;2015-02-12;
980400088;Ternovoi;;;804;2013-02-08;
972400195;Terrassa;;;724;2014-10-22;
957800038;Tertnes;;;578;2013-03-28;
972400245;Teruel;;;724;2015-03-18;
938000201;Terzigno;;;380;2015-01-14;
505561;Tesáre;SK0236505561;406;703;2010-01-01;
500810;"Tesárske Mlyňany";SK0237500810;407;703;2010-01-01;
907000022;Teslić;;;70;2015-02-12;
920300856;Těšany;;;203;2013-12-10;
504068;Tešedíkovo;SK0235504068;405;703;2010-01-01;
920300332;Těškovice;;;203;2013-01-11;
920300156;Tetčice;;;203;2012-07-13;
920301872;"Tetín okr. Beroun";;;203;2015-02-13;
980700013;Tetovo;;;807;2013-04-11;
927601019;Tettnang;;;276;2017-09-22;
927600742;Teugn;;;276;2015-07-22;
938000411;Teverola;;;380;2017-10-03;
984000029;Texas;;;840;2012-10-08;
970400014;"Thai Binh";;;704;2013-03-15;
970400011;"Thai Nguyen";;;704;2013-02-01;
925000095;"Thairé d´Aunis";;;250;2013-04-10;
935600100;Thangadh;;;356;2016-11-14;
970400032;"Thanh Hoá";;;704;2015-02-12;
970400042;"Thanh Mien";;;704;2016-10-07;
970400043;"Thanh Tung";;;704;2016-10-07;
935600103;Thanjavur;;;356;2016-11-14;
910400002;Thantlang;;;104;2013-11-20;
930000194;Thasos;;;300;2014-10-15;
958600017;Thatta;;;586;2013-11-20;
935600077;Thellakom;;;356;2016-08-02;
930000003;Thessaloniki;;;300;2012-05-25;
936800020;"Thi Qar";;;368;2017-09-14;
927600544;Thierhaupten;;;276;2000-03-04;
925000205;Thionville;;;250;2014-10-10;
935600164;Thirukkattupalli;;;356;2017-09-06;
935600188;Thiruvalla;;;356;2017-10-12;
935600047;Thiruvananthapuram;;;356;2015-05-13;
930000086;Thiva;;;300;2013-03-19;
970400029;"Tho Loc";;;704;2014-11-07;
935600120;Thodupuzha;;;356;2017-02-20;
937200036;Thomastown;;;372;2013-03-28;
925000231;Thorrenc;;;250;2014-11-10;
982600180;Thorrington;;;826;2013-10-04;
925000454;Thouaré-sur-Loire;;;250;2017-09-08;
968200039;Threr;;;682;2013-03-11;
935600076;Thrissur;;;356;2016-07-25;
975600057;Thun;;;756;2017-02-07;
935600169;Thuraiyur;;;356;2017-09-21;
927600461;Thyrnau;;;276;2013-12-02;
926800015;Tchiatura;;;268;2015-02-03;
980400398;Tiačiv;;;804;2015-02-12;
980400825;Tiachiv;;;804;2017-10-10;
915600047;"Tian Jin";;;156;2015-08-04;
972400429;Tías;;;724;2017-11-10;
523178;Tibava;SK0429523178;809;703;2010-01-01;
937600020;Tiberias;;;376;2013-03-04;
938000405;Tiggiano;;;380;2017-09-22;
920301873;Tichá;;;203;2015-02-13;
920300567;Tichov;;;203;2013-03-06;
525308;"Tichý Potok";SK0418525308;708;703;2010-01-01;
968200078;Tilan;;;682;2015-10-20;
952800075;Tilburg;;;528;2017-09-28;
957800037;Tiller;;;578;2013-03-28;
980400399;Timaševsk;;;804;2015-02-12;
964200006;Timisoara;;;642;2012-05-25;
505579;Timoradza;SK0221505579;301;703;2010-01-01;
930000209;Tinos;;;300;2015-10-29;
949800008;Ţînţăreni;;;498;2013-03-26;
937600102;Tira;;;376;2013-06-25;
930000198;Tirana;;;300;2014-11-10;
900800005;Tirana;;;8;2013-03-01;
949800010;Tiraspol;;;498;2013-09-06;
979200073;Tire;;;792;2013-05-03;
964200027;"Tirgu Lapus";;;642;2012-10-16;
964200053;"Tirgu Mures";;;642;2013-03-15;
940400035;Tiriki;;;404;2015-02-12;
935600134;Tiruchirappalli;;;356;2017-08-03;
935600158;Tirupati;;;356;2017-08-31;
935600171;Tiruttani;;;356;2017-09-21;
935600161;Tiruturaipundi;;;356;2017-09-06;
935600132;Tiruvallur;;;356;2017-08-03;
935600180;Tiruvannamalai;;;356;2017-09-21;
920301874;"Tis okr. Havlíčkův Brod";;;203;2015-02-13;
920301875;Tísek;;;203;2015-02-13;
920301876;Tisem;;;203;2015-02-13;
527912;Tisinec;SK041B527912;711;703;2010-01-01;
920302067;Tismice;;;203;2015-07-09;
515680;Tisovec;SK0329515680;609;703;2010-01-01;
957800397;Tistedal;;;578;2017-02-22;
934800276;Tiszaalpár;;;348;2017-03-03;
934800153;Tiszasziget;;;348;2014-10-22;
934800239;Tiszaújváros;;;348;2016-10-10;
920301877;Tišice;;;203;2015-02-13;
920300220;Tišnov;;;203;2012-10-16;
927600903;Titisee-Neustadt;;;276;2016-09-16;
927600673;Tittmoning;;;276;2015-01-20;
949900008;Tivat;;;499;2016-10-05;
938000386;Tivoli;;;380;2017-05-10;
938000215;"Tivoli Roma";;;380;2015-02-04;
960800002;"Tiwi Albay";;;608;2014-02-14;
934800156;Tizsatenyö;;;348;2014-11-03;
975200085;Tjärno;;;752;2014-06-11;
964300170;Tjetjenia;;;643;2015-09-25;
957800073;Tjodalyng;;;578;2013-04-12;
957800307;Tjøme;;;578;2015-10-12;
502863;Tlmače;SK0232502863;402;703;2010-01-01;
920301878;Tlučná;;;203;2015-02-13;
920300568;Tlumačov;;;203;2013-03-06;
920302265;"Tlumačov okr. Domažlice";;;203;2016-10-06;
980400801;Tlumach;;;804;2017-10-03;
920301879;Tmaň;;;203;2015-02-13;
934800253;Tóalmás;;;348;2016-10-11;
511901;Točnica;SK0326511901;606;703;2010-01-01;
920301880;Točník;;;203;2015-02-13;
964300169;Togliatti;;;643;2012-09-01;
920301881;Tochovice;;;203;2015-02-13;
527921;Tokajík;SK041B527921;711;703;2010-01-01;
979200006;Tokat;;;792;2012-10-25;
980400668;Tokmak;;;804;2016-10-11;
934800242;Tokodaltáró;;;348;2016-10-10;
934800186;Tököl;;;348;2015-10-12;
939200061;Tokorozawa;;;392;2016-10-10;
939200002;Tokyo;;;392;2012-05-25;
972400046;Toledo;;;724;2013-03-11;
975200042;Töllsjö;;;752;2013-09-06;
970500031;Tolmin;;;705;2012-09-01;
934800174;Tolna;;;348;2015-10-12;
972400047;Tolosa;;;724;2013-03-14;
934800079;Töltéstava;;;348;2013-03-01;
948400001;Toluca;;;484;2013-01-09;
957800031;Tolvsrod;;;578;2013-03-19;
962000102;Tomar;;;620;2013-11-20;
964300205;Tomari;;;643;2016-10-07;
979200067;Tomarza;;;792;2013-04-09;
961600201;"Tomaszow Lubelski";;;616;2013-01-11;
961600077;"Tomaszów Mazowiecki";;;616;2012-10-16;
504076;Tomášikovo;SK0212504076;202;703;2010-01-01;
508276;Tomášov;SK0108508276;108;703;2010-01-01;
511919;Tomášovce;SK0326511919;606;703;2010-01-01;
515698;Tomášovce;SK0329515698;609;703;2010-01-01;
964200009;Tombov;;;642;2012-05-30;
972400386;Tomelloso;;;724;2017-09-12;
964300060;Tomilino;;;643;2013-02-15;
964300183;Tomsk;;;643;2016-01-19;
962000213;Tondela;;;620;2017-02-28;
936400055;Tonekabon;;;364;2016-09-16;
957800006;Tonsberg;;;578;2013-02-26;
964200150;Topliceni;;;642;2017-10-03;
968800128;Topola;;;688;2015-03-09;
520888;Topoľa;SK0419520888;709;703;2010-01-01;
504998;Topoľčany;SK0236504998;406;703;2010-01-01;
500828;Topoľčianky;SK0237500828;407;703;2010-01-01;
920300767;Topolná;;;203;2013-05-30;
504084;Topoľnica;SK0212504084;202;703;2010-01-01;
501921;Topoľníky;SK0211501921;201;703;2010-01-01;
520896;Topoľovka;SK0412520896;702;703;2010-01-01;
523976;Toporec;SK0413523976;703;703;2010-01-01;
957800365;Torangsvåg;;;578;2016-10-14;
975200104;Töreboda;;;752;2014-10-08;
975200112;Torekov;;;752;2014-11-12;
980400736;Torez;;;804;2017-05-02;
927600987;Torgau;;;276;2017-06-09;
938000002;Torino;;;380;2010-01-01;
515612;Tornaľa;SK0328515612;608;703;2010-01-01;
924600047;Tornio;;;246;2014-11-11;
934800081;Tornyosnémeti;;;348;2013-03-11;
934800277;Törökszentmiklós;;;348;2017-03-03;
912400009;Toronto;;;124;2013-01-22;
964200149;Toropăleşti;;;642;2017-10-03;
957800395;Torp;;;578;2017-01-11;
982600209;Torquay;;;826;2014-09-19;
972400329;"Torre del Campo";;;724;2016-08-02;
938000022;"Torre del Greco";;;380;2013-02-08;
972400334;Torrejoncillo;;;724;2016-09-06;
972400408;"Torrellas de Foix";;;724;2017-10-06;
972400228;Torremolinos;;;724;2015-01-14;
972400424;Torrent;;;724;2017-10-24;
962000086;"Torres Vedras";;;620;2013-09-13;
972400068;Torrevieja;;;724;2013-08-19;
938000141;Torrice;;;380;2014-09-30;
975200132;Torslanda;;;752;2015-10-22;
957800368;Torsvåg;;;578;2016-10-14;
909200001;Tortola;;;92;2013-03-04;
938000406;Tortoli;;;380;2017-09-22;
938000195;Tortona;;;380;2014-11-14;
972400110;Tortosa;;;724;2013-11-20;
961600238;Toruń;;;616;2013-02-01;
525316;Torysa;SK0418525316;708;703;2010-01-01;
543675;Torysky;SK0414543675;704;703;2010-01-01;
972400327;Totana;;;724;2016-08-02;
934800075;Tótkomlós;;;348;2013-01-11;
925000466;Toulon;;;250;2017-09-20;
925000083;Toulouse;;;250;2013-03-11;
937600079;Touran;;;376;2013-04-12;
925000133;Tourcoing;;;250;2014-02-10;
925000240;Tours;;;250;2014-11-12;
920300276;Toužim;;;203;2013-01-09;
920300602;Tovačov;;;203;2013-03-06;
529192;Tovarné;SK041D529192;713;703;2010-01-01;
529206;"Tovarnianska Polianka";SK041D529206;713;703;2010-01-01;
580457;Tovarníky;SK0236580457;406;703;2010-01-01;
939200033;Toyonaka;;;392;2014-10-30;
939200015;Toyota;;;392;2013-09-06;
501361;Tôň;SK0231501361;401;703;2010-01-01;
979200057;Trabzon;;;792;2013-03-21;
984000040;Tracy;;;840;2013-02-01;
904000138;Traiskirchen;;;40;2015-07-22;
944000020;Trakai;;;440;2013-07-02;
507661;Trakovice;SK0213507661;203;703;2010-01-01;
937200018;Tralee;;;372;2013-03-19;
938000425;Trana;;;380;2017-10-13;
962000143;Trancoso;;;620;2014-11-12;
976400003;Trang;;;764;2013-02-01;
938000121;Trani;;;380;2014-04-04;
920300415;Třanovice;;;203;2013-03-04;
940400036;"Trans Nzoia";;;404;2015-02-12;
938000160;Trapani;;;380;2014-10-13;
920300285;Traplice;;;203;2013-01-10;
925000352;Trappes;;;250;2016-09-05;
938000368;Trappeto;;;380;2016-11-09;
938000415;Trasacco;;;380;2017-10-03;
927600267;Traunstein;;;276;2013-06-21;
904000089;"Trautmannsdorf an der Leitha";;;40;2014-02-13;
503606;Trávnica;SK0234503606;404;703;2010-01-01;
501379;Trávnik;SK0231501379;401;703;2010-01-01;
920301882;Trboušany;;;203;2015-02-13;
970500015;Trbovlje;;;705;2013-10-01;
507679;Trebatice;SK0214507679;204;703;2010-01-01;
920301889;Třebčice;;;203;2015-02-13;
920301890;"Třebechovice pod Orebem";;;203;2015-02-13;
522082;Trebejov;SK0426522082;806;703;2010-01-01;
511927;Trebeľovce;SK0326511927;606;703;2010-01-01;
920300726;Třebenice;;;203;2013-04-12;
920301891;"Třebenice okr. Litoměřice";;;203;2015-02-13;
920300056;Třebíč;;;203;2010-01-01;
920302142;Třebihošť;;;203;2015-11-15;
505595;Trebichava;SK0221505595;301;703;2010-01-01;
920302080;Třebichovice;;;203;2015-08-17;
907000017;Trebinje;;;70;2000-03-01;
528099;Trebišov;SK042B528099;811;703;2010-01-01;
920302211;Třebohostice;;;203;2016-03-26;
920300689;Třeboň;;;203;2013-04-10;
512664;Trebostovo;SK0316512664;506;703;2010-01-01;
920301892;Třebotov;;;203;2015-02-13;
920300314;Třebovice;;;203;2013-01-11;
920301893;Třebsko;;;203;2015-02-13;
516457;Trebušovce;SK032A516457;610;703;2010-01-01;
925000460;Trégunc;;;250;2017-09-13;
975200054;Trelleborg;;;752;2013-09-06;
920301894;Třemošná;;;203;2015-02-13;
920300719;Třemošnice;;;203;2013-04-12;
557340;Trenč;SK0326557340;606;703;2010-01-01;
506559;"Trenčianska Teplá";SK0229506559;309;703;2010-01-01;
506567;"Trenčianska Turná";SK0229506567;309;703;2010-01-01;
506583;"Trenčianske Bohuslavice";SK0224506583;304;703;2010-01-01;
506591;"Trenčianske Jastrabie";SK0229506591;309;703;2010-01-01;
506605;"Trenčianske Mitice";SK0229506605;309;703;2010-01-01;
545741;"Trenčianske Stankovce";SK0229545741;309;703;2010-01-01;
506613;"Trenčianske Teplice";SK0229506613;309;703;2010-01-01;
505820;Trenčín;SK0229505820;309;703;2010-01-01;
938000226;Trento;;;380;2015-03-09;
970300002;Trepec;;;703;2010-01-01;
925000232;Trept;;;250;2014-11-10;
920301895;Třešť;;;203;2015-02-13;
920300570;Třeština;;;203;2013-03-06;
927600212;Treuchtingen;;;276;2013-03-19;
938000124;Treviso;;;380;2014-07-03;
555576;"Trhová Hradská";SK0211555576;201;703;2010-01-01;
920301883;"Trhové Dušníky";;;203;2015-02-13;
920300955;"Trhové Sviny";;;203;2014-08-14;
523186;Trhovište;SK0427523186;807;703;2010-01-01;
920302240;"Trhový Štěpánov";;;203;2016-07-13;
920300896;"Tři Dvory";;;203;2014-01-27;
919100063;Tribunj;;;191;2017-11-15;
938000029;Tricase;;;380;2013-02-26;
927600131;Trier;;;276;2013-02-01;
938000005;Trieste;;;380;2010-01-01;
938000036;Triggiano;;;380;2013-03-01;
972400418;Trigueros;;;724;2017-10-13;
930000020;Trikala;;;300;2013-02-01;
930000202;Trikkaia;;;300;2015-06-05;
972400397;Trillo;;;724;2017-09-26;
920300016;Třinec;;;203;2010-01-01;
943400001;Tripoli;;;434;2012-10-16;
943400012;Tripolis;;;434;2013-02-26;
935600046;Trivandrum;;;356;2015-05-13;
934800208;Trizs;;;348;2016-03-21;
920301884;Trmice;;;203;2015-02-13;
920300414;Trnava;;;203;2013-03-04;
506745;Trnava;SK0217506745;207;703;2010-01-01;
517313;"Trnavá Hora";SK032D517313;613;703;2010-01-01;
523194;"Trnava pri Laborci";SK0427523194;807;703;2010-01-01;
543829;Trnávka;SK042B543829;811;703;2010-01-01;
501956;Trnávka;SK0211501956;201;703;2010-01-01;
518875;Tŕnie;SK032B518875;611;703;2010-01-01;
525324;Trnkov;SK0417525324;707;703;2010-01-01;
920301095;Trnov;;;203;2015-02-13;
920302241;"Trnová okr. Plzeň-sever";;;203;2016-07-13;
920301885;"Trnová okr. Praha-západ";;;203;2015-02-13;
920301886;Trnovany;;;203;2015-02-13;
970500050;Trnovče;;;705;2017-10-13;
504912;Trnovec;SK0216504912;206;703;2010-01-01;
504092;"Trnovec nad Váhom";SK0235504092;405;703;2010-01-01;
512672;Trnovo;SK0316512672;506;703;2010-01-01;
972400177;"Trobajo del Camino";;;724;2014-10-08;
519880;Tročany;SK0411519880;701;703;2010-01-01;
962000171;Trofa;;;620;2015-10-21;
927600191;Troisdorf;;;276;2013-03-11;
964300226;Troitskoe;;;643;2017-08-17;
957800215;Trollasen;;;578;2013-11-27;
975200039;Trollhättan;;;752;2013-06-25;
957800025;Tromso;;;578;2013-03-07;
957800010;Trondheim;;;578;2013-03-01;
927600172;Trostberg;;;276;2013-03-04;
980400770;Trostyanets;;;804;2017-07-12;
920301887;Troubky;;;203;2015-02-13;
920300569;Troubsko;;;203;2013-03-06;
982600256;Trowbridge;;;826;2015-10-16;
910000053;Troyan;;;100;2016-09-30;
925000035;Troyes;;;250;2012-10-25;
518883;Trpín;SK0325518883;605;703;2010-01-01;
522091;Trsťany;SK0426522091;806;703;2010-01-01;
510106;Trstená;SK031A510106;510;703;2010-01-01;
501964;"Trstená na Ostrove";SK0211501964;201;703;2010-01-01;
511072;Trstené;SK0315511072;505;703;2010-01-01;
522104;"Trstené pri Hornáde";SK0426522104;806;703;2010-01-01;
504106;Trstice;SK0212504106;202;703;2010-01-01;
507687;Trstín;SK0217507687;207;703;2010-01-01;
920301888;Tršice;;;203;2015-02-13;
964300091;Trubchevsk;;;643;2013-04-17;
970400020;"Truc Phu";;;704;2013-11-13;
927600909;Trulben;;;276;2016-09-16;
975600059;Trüllikon;;;756;2017-04-20;
970400044;"Trưng Vương";;;704;2017-03-01;
982600002;Truro;;;826;2010-01-01;
980400195;Truskavec;;;804;2013-09-06;
980400168;Truskavets;;;804;2013-04-04;
920300005;Trutnov;;;203;2010-01-01;
920301008;"Trutnov-Vnitřní Město";;;203;2014-10-23;
910000039;Tryavna;;;100;2014-10-30;
957800349;Trysil;;;578;2016-09-11;
961600784;Trzciana;;;616;2017-03-01;
961600410;Trzcianka;;;616;2013-09-06;
961600202;Trzebielino;;;616;2013-01-11;
961600461;Trzebnica;;;616;2014-02-14;
961600815;Trzeboś;;;616;2017-09-22;
961600368;Trzebownisko;;;616;2013-06-11;
961600232;Trzemeśnia;;;616;2013-01-17;
970500029;Tržišče;;;705;2015-01-19;
926800012;Tsalka;;;268;2014-10-13;
939800002;Tselinograd;;;398;2012-10-16;
980400643;Tshchenets';;;804;2016-10-03;
904000003;Tschachoritsch;;;40;2010-01-01;
934400003;"Tsing Yi";;;344;2015-05-21;
926800014;Tsnori;;;268;2015-01-21;
937600123;"Tsur Hadasa";;;376;2014-07-09;
980400509;Tsyurupynsk;;;804;2015-10-16;
937200002;Tuam;;;372;2010-01-01;
937600133;Tuba-Zangariya;;;376;2014-08-27;
927600025;Tübingen;;;276;2012-10-04;
984000064;Tucson;;;840;2013-05-30;
961600513;Tuczna;;;616;2014-05-09;
961600484;Tuczno;;;616;2014-03-18;
972400394;Tudela;;;724;2017-09-22;
920301896;"Tuhaň okr. Mělník";;;203;2015-02-13;
511943;Tuhár;SK0326511943;606;703;2010-01-01;
525332;Tuhrina;SK0417525332;707;703;2010-01-01;
920301897;Tuchlovice;;;203;2015-02-13;
961600249;Tuchów;;;616;2013-02-26;
513725;Tuchyňa;SK0222513725;302;703;2010-01-01;
972400355;Tui;;;724;2016-10-03;
964300140;Tukalinsk;;;643;2014-10-08;
920301898;Tuklaty;;;203;2015-02-13;
942800027;Tukums;;;428;2015-03-11;
964300029;Tula;;;643;2012-12-03;
904000173;Tulbingerkogel;;;40;2017-02-07;
525341;Tulčík;SK0417525341;707;703;2010-01-01;
920302096;Tulešice;;;203;2015-10-02;
927500019;Tulkarem;;;275;2016-03-03;
937200025;Tulla;;;372;2013-03-19;
975200157;Tullinge;;;752;2017-09-22;
904000053;Tulln;;;40;2013-03-01;
984000159;Tulsa;;;840;2017-08-08;
